Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone
734648087,"Oct 4, 2016, 11:10:19 PM",Evening Run,Run,,1457,3.30,6,false,,activities/810045768.fit.gz,0.0,,1457.0,1374.0,3305.199951171875,3.700000047683716,,15.220000267028809,,8.899999618530273,24.5,6.900000095367432,0.07866392284631729,,,88.96342468261719,93.0,141.0,131.30824279785156,,,,,,6.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
738062250,"Oct 5, 2016, 3:50:13 PM",Lunch Run,Run,,1937,5.91,18,false,,activities/814123917.fit.gz,0.0,,1937.0,1923.0,5918.0,4.699999809265137,,45.5099983215332,,-0.6000000238418579,18.899999618530273,12.100000381469727,0.033795200288295746,,,87.67205047607422,93.0,151.0,137.03428649902344,,,0.0,,,18.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
738062294,"Oct 6, 2016, 9:43:12 PM",Afternoon Run,Run,,2255,6.69,34,false,,activities/814123950.fit.gz,0.0,,2255.0,2165.0,6692.2001953125,4.599999904632568,,45.2599983215332,,-0.4000000059604645,19.0,15.899999618530273,-0.011954200454056263,,,87.13590240478516,92.0,148.0,136.76499938964844,,,,,,34.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
738361633,"Oct 8, 2016, 1:03:32 PM",Morning Run,Run,,7405,21.39,108,false,,activities/814468043.fit.gz,0.0,,7405.0,6647.0,21391.099609375,4.800000190734863,,30.440000534057617,,1.5,19.299999237060547,9.899999618530273,-0.004207357298582792,,,91.54032897949219,120.0,165.0,144.34303283691406,,,,,,108.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
739463883,"Oct 9, 2016, 1:50:17 PM",Morning Run,Run,,3316,11.27,68,false,,activities/815729466.fit.gz,0.0,,3316.0,3211.0,11270.900390625,5.400000095367432,,42.560001373291016,,2.4000000953674316,47.900001525878906,7.800000190734863,0.0168575718998909,,,90.4361572265625,98.0,176.0,149.95050048828125,,,,,,68.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
741929623,"Oct 11, 2016, 10:27:20 PM",Evening Run,Run,,481,1.62,1,false,,activities/818559283.fit.gz,0.0,,481.0,481.0,1619.5,4.599999904632568,,0.0,,9.0,10.600000381469727,1.2999999523162842,0.0,,,90.59290313720703,96.0,135.0,126.62004089355469,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
741929925,"Oct 11, 2016, 10:36:39 PM",Evening Run,Run,,1648,6.65,62,false,,activities/818559605.fit.gz,0.0,,1648.0,1635.0,6656.10009765625,5.900000095367432,,0.0,,9.0,10.399999618530273,1.899999976158142,-0.001502381288446486,,,94.24008178710938,98.0,177.0,165.57443237304688,,,0.0,,,62.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
741930203,"Oct 11, 2016, 11:08:32 PM",Evening Run,Run,,2043,5.89,27,false,,activities/818559895.fit.gz,0.0,,2043.0,1809.0,5892.2001953125,4.300000190734863,,28.959999084472656,,3.4000000953674316,21.799999237060547,4.0,0.00678863562643528,,,91.62535858154297,97.0,157.0,142.8395233154297,,,,,,27.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
742625890,"Oct 12, 2016, 3:48:49 PM",Lunch Run,Run,,2622,8.05,23,false,,activities/819372402.fit.gz,0.0,,2622.0,2578.0,8055.39990234375,4.400000095367432,,55.29999923706055,,-0.4000000059604645,18.799999237060547,11.199999809265137,0.0012414032826200128,,,88.14313507080078,93.0,162.0,136.6673126220703,,,0.0,,,23.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
743854063,"Oct 13, 2016, 9:16:30 PM",Afternoon Run,Run,,5273,17.02,134,false,,activities/820801616.fit.gz,0.0,,5273.0,5076.0,17026.599609375,6.300000190734863,,103.63999938964844,,-0.4000000059604645,21.399999618530273,15.199999809265137,0.009984379634261131,,,90.27290344238281,106.0,178.0,144.85499572753906,,,,,,134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
745515302,"Oct 15, 2016, 11:30:48 AM",Morning Run,Run,,3162,9.83,24,false,,activities/822902165.fit.gz,0.0,,3162.0,3033.0,9832.400390625,4.300000190734863,,0.0,,1.7999999523162842,12.300000190734863,20.5,0.004068182781338692,,,91.35700225830078,97.0,195.0,135.6663360595703,,,,,,24.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
747129092,"Oct 16, 2016, 8:07:01 PM",Afternoon Run,Run,,6095,19.62,97,false,,activities/824977343.fit.gz,0.0,,6095.0,5743.0,19624.80078125,4.599999904632568,,60.619998931884766,,2.5,63.900001525878906,7.599999904632568,-0.03363090008497238,,,90.20670318603516,95.0,157.0,147.05599975585938,,,0.0,,,97.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
749180738,"Oct 18, 2016, 10:24:44 PM",Evening Run,Run,,831,2.29,10,false,,activities/827528471.fit.gz,0.0,,831.0,788.0,2295.39990234375,3.5999999046325684,,10.908599853515625,,8.899999618530273,22.299999237060547,3.700000047683716,-0.017426200211048126,,,87.93150329589844,98.0,134.0,123.03800201416016,,,,,,10.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
749180800,"Oct 18, 2016, 10:42:40 PM",Evening Run,Run,"GPS over estimated this, really 5 miles at 31:06.  Tatayana P workout ( 5 cont miles alternating 800 @ 3:00, 800 @3:10-3:15",1866,8.63,64,false,,activities/827528597.fit.gz,0.0,,1866.0,1866.0,8637.0,5.599999904632568,,0.0,,8.899999618530273,10.399999618530273,2.0999999046325684,-0.0011578099802136421,,,93.27549743652344,101.0,172.0,163.0469970703125,,,0.0,,,64.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
749180864,"Oct 18, 2016, 11:23:06 PM",Evening Run,Run,,2227,6.01,31,false,,activities/827528697.fit.gz,0.0,,2227.0,2095.0,6013.10009765625,4.099999904632568,,42.7400016784668,,4.0,24.399999618530273,8.899999618530273,0.03658679872751236,,,89.95960235595703,94.0,147.0,130.72500610351562,,,0.0,,,31.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
751417610,"Oct 20, 2016, 9:46:31 PM",Afternoon Run,Run,Very easy - Low heart rate base miles.,3385,9.84,41,false,,activities/830163535.fit.gz,0.0,,3385.0,3353.0,9844.5,4.099999904632568,,51.68000030517578,,-0.20000000298023224,35.099998474121094,7.800000190734863,-0.03453709930181503,,,87.55789947509766,95.0,145.0,119.50700378417969,,,0.0,,,41.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
751776775,"Oct 21, 2016, 9:07:39 PM",Afternoon Run,Run,,1986,6.45,31,false,,activities/830568256.fit.gz,0.0,,1986.0,1970.0,6453.2001953125,4.400000095367432,,46.16859817504883,,-0.4000000059604645,18.899999618530273,10.199999809265137,-0.01859539933502674,,,88.04820251464844,94.0,150.0,131.968994140625,,,0.0,,,31.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
754670709,"Oct 23, 2016, 5:41:50 PM",Afternoon Run,Run,,4995,16.10,52,false,,activities/833925186.fit.gz,0.0,,4995.0,4773.0,16104.400390625,4.800000190734863,,51.459999084472656,,2.5,54.20000076293945,6.900000095367432,0.001862844917923212,,,90.20980834960938,94.0,167.0,139.58592224121094,,,,,,52.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
756020097,"Oct 25, 2016, 10:18:25 PM",Evening Run,Run,,692,1.73,23,false,,activities/835437577.fit.gz,0.0,,692.0,582.0,1731.800048828125,3.5999999046325684,,10.779166221618652,,9.0,23.899999618530273,7.199999809265137,-0.11548677831888199,,,89.93091583251953,95.0,186.0,164.02066040039062,,,,,,23.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
756020410,"Oct 25, 2016, 10:36:05 PM",Evening Run,Run,"Track w/ Sanjay, Chris, Todd, Patrick.  Cruise intervals: 1 mile (6:01), 3 mile block (17:56), 1 mile (6:02), 2 mile block (12:05)",3838,13.28,204,false,,activities/835437904.fit.gz,0.0,,3838.0,3505.0,13280.099609375,5.5,,13.479999542236328,,8.899999618530273,22.799999237060547,6.5,0.018072152510285378,,,93.8748779296875,101.0,196.0,176.21719360351562,,,0.0,,,204.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
758369795,"Oct 28, 2016, 1:00:00 AM",Treadmill,Run,Forgot my reflective vest.,2804,10.46,,false,,,0.0,,2804.0,2804.0,10460.7001953125,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
759708557,"Oct 28, 2016, 3:43:03 PM",Lunch Run,Run,,2387,8.22,25,false,,activities/839752987.fit.gz,0.0,,2387.0,2380.0,8224.599609375,4.300000190734863,,62.70000076293945,,-0.4000000059604645,20.200000762939453,10.0,0.027964886277914047,,,89.41561889648438,94.0,158.0,139.3303985595703,,,,,,25.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
760414071,"Oct 30, 2016, 12:18:38 PM",Morning Run,Run,,601,1.62,5,false,,activities/840567427.fit.gz,0.0,,601.0,552.0,1623.699951171875,3.5,,0.0,,154.6999969482422,161.10000610351562,6.300000190734863,-0.02463509328663349,,,87.20397186279297,92.0,158.0,131.29421997070312,,,,,,5.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
760605291,"Oct 30, 2016, 1:09:25 PM",Morning Run,Run,"This is a great race - I ran in memory of my uncle Jim who did this every year (always ran in a straw hat). Jim passed away this summer in a bicycle crash - the course goes by his house so it was a great way to see family and tribute him. The straw hat had a bit of drag - but his friends from his running club appreciated it. As far as the running - I felt good energy and fitness wise. First 7 I had to focus on slowing down. From 9 on my hamstring locked up - don't know why. Even though I felt good, I could only do 6:50 ish. Hamstring just wouldn't let me go faster. Got to figure out what's up. 2 days ago",5135,21.23,187,false,,activities/840785542.fit.gz,0.0,,5135.0,5135.0,21238.19921875,5.800000190734863,,88.66000366210938,,132.10000610351562,170.6999969482422,9.800000190734863,0.0004708496853709221,,,92.91159057617188,103.0,175.0,162.42706298828125,,,0.0,,,187.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
763494915,"Nov 1, 2016, 10:29:21 PM",Evening Run,Run,,559,1.64,3,false,,activities/844161211.fit.gz,0.0,,559.0,559.0,1645.9000244140625,4.0,,10.892499923706055,,9.0,22.799999237060547,5.5,-0.09721124917268753,,,89.59033966064453,95.0,152.0,133.98390197753906,,,0.0,,,3.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
763521193,"Nov 1, 2016, 10:45:59 PM",Evening Run,Run,,1994,8.15,52,false,,activities/844192567.fit.gz,0.0,,1994.0,1810.0,8149.39990234375,5.599999904632568,,0.0,,9.0,10.399999618530273,2.0,0.0012270841980352998,,,94.7386703491211,98.0,163.0,156.2335662841797,,,,,,52.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
763521269,"Nov 1, 2016, 11:26:39 PM",Evening Run,Run,,2766,2.80,3,false,,activities/844192679.fit.gz,0.0,,2766.0,1012.0,2803.89990234375,3.5999999046325684,,24.413333892822266,,7.900000095367432,32.70000076293945,17.200000762939453,0.0784621387720108,,,90.35742950439453,105.0,140.0,119.94871520996094,,,,,,3.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
764199280,"Nov 2, 2016, 9:34:27 PM",Afternoon Run,Run,,3710,11.40,142,false,,activities/844949906.fit.gz,0.0,,3710.0,3675.0,11399.2001953125,4.5,,70.04545593261719,,0.0,32.5,11.100000381469727,-0.004386272747069597,,,88.7140121459961,94.0,189.0,164.20599365234375,,,0.0,,,142.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
765144723,"Nov 3, 2016, 10:16:40 PM",Evening Run,Run,,3794,12.87,23,false,,activities/846053871.fit.gz,0.0,,3794.0,3675.0,12875.900390625,4.400000095367432,,32.57777786254883,,2.700000047683716,22.299999237060547,7.400000095367432,-0.017862828448414803,,,93.32298278808594,97.0,150.0,132.34967041015625,,,,,,23.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
766751306,"Nov 5, 2016, 3:29:48 PM",Lunch Run,Run,,4893,17.01,319,false,,activities/847918483.fit.gz,0.0,,4893.0,4699.0,17009.099609375,5.0,,55.29999923706055,,1.100000023841858,30.799999237060547,8.600000381469727,0.015285935252904892,,,93.16844177246094,98.0,197.0,182.24313354492188,,,,,,319.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
768330032,"Nov 6, 2016, 4:21:09 PM",Lunch Run,Run,,3251,11.54,51,false,,activities/849728769.fit.gz,0.0,,3251.0,3109.0,11545.900390625,5.300000190734863,,0.0,,1.7999999523162842,9.0,3.9000000953674316,-0.003464433364570141,,,91.7030258178711,98.0,159.0,144.06820678710938,,,0.0,,,51.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
769580525,"Nov 7, 2016, 10:23:54 PM",Afternoon Run,Run,,2177,6.45,93,false,,activities/851205311.fit.gz,0.0,,2177.0,2058.0,6456.0,4.400000095367432,,30.020000457763672,,-0.30000001192092896,20.299999237060547,9.899999618530273,-0.057311028242111206,,,88.18328094482422,94.0,192.0,166.83836364746094,,,0.0,,,93.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
770185853,"Nov 8, 2016, 11:18:25 PM",Evening Run,Run,,666,1.92,7,false,,activities/851873535.fit.gz,0.0,,666.0,657.0,1925.5999755859375,3.799999952316284,,0.0,,9.0,22.700000762939453,3.9000000953674316,-0.08828417211771011,,,89.0986328125,93.0,164.0,137.9681396484375,,,,,,7.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
770185885,"Nov 8, 2016, 11:37:10 PM",Evening Run,Run,,154,0.43,0,false,,activities/851873589.fit.gz,0.0,,154.0,154.0,438.0,3.4000000953674316,,0.0,,8.899999618530273,10.5,1.100000023841858,0.06849315017461777,,,90.3223648071289,93.0,124.0,113.40789794921875,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
770186013,"Nov 8, 2016, 11:47:45 PM",Evening Run,Run,,1560,6.55,46,false,,activities/851873731.fit.gz,0.0,,1560.0,1384.0,6554.2998046875,7.300000190734863,,0.0,,9.100000381469727,10.5,1.899999976158142,0.0,,,95.95449829101562,107.0,180.0,159.19000244140625,,,,,,46.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
770186066,"Nov 9, 2016, 12:17:18 AM",Evening Run,Run,,992,2.29,3,false,,activities/851873784.fit.gz,0.0,,992.0,837.0,2292.39990234375,3.700000047683716,,15.100000381469727,,9.0,24.200000762939453,5.5,0.0959692895412445,,,89.15751647949219,93.0,130.0,121.25298309326172,,,,,,3.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
773292427,"Nov 11, 2016, 7:17:05 PM",Afternoon Run,Run,,2654,8.74,30,false,,activities/855531992.fit.gz,0.0,,2654.0,2497.0,8747.5,4.699999809265137,,18.479999542236328,,2.4000000953674316,21.100000381469727,5.5,-0.0765933096408844,,,90.76518249511719,96.0,167.0,141.2063446044922,,,0.0,,,30.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
773292552,"Nov 12, 2016, 2:12:01 PM",Morning Run,Run,,1595,4.84,24,false,,activities/855532133.fit.gz,0.0,,1595.0,1533.0,4845.7001953125,4.099999904632568,,10.026700019836426,,2.5,22.600000381469727,4.300000190734863,0.018573200330138206,,,90.12030029296875,98.0,164.0,144.20899963378906,,,0.0,,,27.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
774543220,"Nov 13, 2016, 12:26:44 PM",Morning Run,Run,,535,1.68,3,false,,activities/856945040.fit.gz,0.0,,535.0,535.0,1684.4000244140625,5.599999904632568,,0.0,,0.8999999761581421,3.5999999046325684,1.0,-0.005936832167208195,,,90.13458251953125,93.0,141.0,134.9794464111328,,,0.0,,,3.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
774543770,"Nov 13, 2016, 1:00:05 PM",Morning Run,Run,,4881,21.21,177,false,,activities/856945717.fit.gz,0.0,,4881.0,4881.0,21209.400390625,6.5,,23.479999542236328,,1.2999999523162842,15.399999618530273,4.400000095367432,0.0028289342299103737,,,94.45133972167969,101.0,175.0,163.0176239013672,,,0.0,,,177.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
778233669,"Nov 14, 2016, 4:44:00 AM",Night Run,Run,,549,1.33,5,false,,activities/861262994.fit.gz,0.0,,549.0,407.0,1337.5,4.400000095367432,,0.0,,71.80000305175781,76.0999984741211,5.199999809265137,-0.14205600321292877,,,90.6615982055664,94.0,158.0,137.69700622558594,,,,,,6.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
778233857,"Nov 15, 2016, 5:04:37 PM",Lunch Run,Run,,2380,8.21,38,false,,activities/861263254.fit.gz,0.0,,2380.0,2312.0,8210.2001953125,4.5,,77.9000015258789,,-0.5,33.70000076293945,14.0,0.023141944780945778,,,91.20745086669922,95.0,175.0,144.84169006347656,,,,,,38.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
778233885,"Nov 17, 2016, 4:59:28 PM",Lunch Run,Run,,1275,3.85,16,false,,activities/861263369.fit.gz,0.0,,1275.0,1123.0,3856.60009765625,5.800000190734863,,27.780000686645508,,-0.4000000059604645,18.799999237060547,9.800000190734863,0.1400199979543686,,,91.09429931640625,101.0,151.0,128.73199462890625,,,0.0,,,16.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
778234036,"Nov 17, 2016, 5:23:17 PM",Lunch Run,Run,accidentally reset my watch part way through this.  Workout was warm-up to Nichols field.  4 laps (roughly 800m - grass loops - with two hills) w/ 1 min. rest,1374,4.08,10,false,,activities/861263555.fit.gz,0.0,,1374.0,1112.0,4085.699951171875,6.699999809265137,,24.459999084472656,,-0.4000000059604645,18.799999237060547,10.199999809265137,-0.06608414649963379,,,92.39692687988281,104.0,161.0,136.4490509033203,,,0.0,,,10.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
781304032,"Nov 19, 2016, 2:35:04 PM",Morning Run,Run,,4272,12.88,16,false,,activities/864905688.fit.gz,0.0,,4272.0,3757.0,12887.5,4.699999809265137,,27.700000762939453,,1.0,19.299999237060547,9.399999618530273,-0.014742967672646046,,,91.34026336669922,101.0,152.0,126.30242156982422,,,0.0,,,16.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
781304223,"Nov 20, 2016, 4:32:24 PM",Lunch Run,Run,,4275,14.49,43,false,,activities/864905863.fit.gz,0.0,,4275.0,3928.0,14490.900390625,5.5,,48.5,,2.4000000953674316,51.20000076293945,8.399999618530273,-0.03381432592868805,,,91.79924011230469,98.0,156.0,140.22528076171875,,,,,,43.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
784290688,"Nov 21, 2016, 5:17:27 PM",Lunch Run,Run,,2292,8.06,50,false,,activities/868394809.fit.gz,0.0,,2292.0,2281.0,8060.7001953125,4.900000095367432,,63.400001525878906,,-0.4000000059604645,20.299999237060547,9.300000190734863,-0.008684108965098858,,,90.4175796508789,95.0,186.0,150.9478302001953,,,0.0,,,50.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
784290715,"Nov 22, 2016, 11:44:52 PM",Evening Run,Run,,659,2.01,4,false,,activities/868394951.fit.gz,0.0,,659.0,641.0,2013.9000244140625,3.9000000953674316,,14.412500381469727,,8.199999809265137,26.600000381469727,13.600000381469727,-0.09434431046247482,,,90.6220474243164,95.0,147.0,136.20814514160156,,,0.0,,,4.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
784290762,"Nov 23, 2016, 12:15:23 AM",Afternoon Run,Run,,260,0.94,4,false,,activities/868395033.fit.gz,0.0,,260.0,260.0,943.0,4.400000095367432,,0.0,,23.799999237060547,23.799999237060547,0.0,0.0,,,89.53459930419922,96.0,168.0,143.58799743652344,,,,,,4.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
784290971,"Nov 23, 2016, 12:21:40 AM",Afternoon Run,Run,,2779,5.59,42,false,,activities/868395221.fit.gz,0.0,,2779.0,1849.0,5592.10009765625,9.399999618530273,,0.0,,23.799999237060547,23.799999237060547,0.0,0.0,,,88.80183410644531,117.0,162.0,140.29568481445312,,,,,,42.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
